Period,MatchClock,Timestamp,EventType,TeamStrengthType,TeamStrength,HomeGoalieOnIce,AwayGoalieOnIce,EventPosition,EventStartCoordinate,EventEndCoordinate,EventPrimaryPlayerId,EventPrimaryPlayerName,EventPrimaryTeam,EventSecondaryPlayerId,EventSecondaryPlayerName,EventSecondaryTeam,FaceoffSpot,ShotResult,ShotSpeed,ShotScreeningPlayerIds,ShotXG,GoalAssist1Id,GoalAssist2Id,PassResult,PassSpeed,BluelineCrossingResult,BluelineCrossingDirection,BluelineCrossingAttackerIds,BluelineCrossingDefenderIds,DumpResult,DumpType,DumpAlongTheBoards,ClearType,ClearAlongTheBoards,PuckControlState,PuckControlStartZone,PuckControlEndZone,PuckControlContestingPlayerIds,StoppageOfPlayReason,PenaltyReason,ParticipatingPlayerIds,StartPlayerId1,StartPlayerId2,StartPlayerId3,StartPlayerId4,StartPlayerId5,StartPlayerId6,StartPlayerId7,StartPlayerId8,StartPlayerId9,StartPlayerId10,StartPlayerId11,StartPlayerId12,StartPlayerName1,StartPlayerName2,StartPlayerName3,StartPlayerName4,StartPlayerName5,StartPlayerName6,StartPlayerName7,StartPlayerName8,StartPlayerName9,StartPlayerName10,StartPlayerName11,StartPlayerName12,StartPlayerTeam1,StartPlayerTeam2,StartPlayerTeam3,StartPlayerTeam4,StartPlayerTeam5,StartPlayerTeam6,StartPlayerTeam7,StartPlayerTeam8,StartPlayerTeam9,StartPlayerTeam10,StartPlayerTeam11,StartPlayerTeam12,StartPlayerCoordinates1,StartPlayerCoordinates2,StartPlayerCoordinates3,StartPlayerCoordinates4,StartPlayerCoordinates5,StartPlayerCoordinates6,StartPlayerCoordinates7,StartPlayerCoordinates8,StartPlayerCoordinates9,StartPlayerCoordinates10,StartPlayerCoordinates11,StartPlayerCoordinates12,StartPlayerVelocity1,StartPlayerVelocity2,StartPlayerVelocity3,StartPlayerVelocity4,StartPlayerVelocity5,StartPlayerVelocity6,StartPlayerVelocity7,StartPlayerVelocity8,StartPlayerVelocity9,StartPlayerVelocity10,StartPlayerVelocity11,StartPlayerVelocity12,StartPlayerDirection1,StartPlayerDirection2,StartPlayerDirection3,StartPlayerDirection4,StartPlayerDirection5,StartPlayerDirection6,StartPlayerDirection7,StartPlayerDirection8,StartPlayerDirection9,StartPlayerDirection10,StartPlayerDirection11,StartPlayerDirection12
1,3,1703704513820,Pass,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"16.7,8.8","14.4,-8",888052809,#6 Filip Hasa,Away,329427,#7 Henrik Tömmernes,Away,,,,,,,,Successful,15.5,,,,,,,,,,,,,,,,"888052809,329427",888038532,888051768,329427,888048571,888052568,888052809,150983,337830,340162,308599,337835,332924,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#12 Max Friberg,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,0","0.2,6.4","13.9,-4","-4.6,-0.3","-2.9,12.8","16.3,9.5","-25.8,-0.7","7.2,-0.7","-7.5,8.1","-6.3,-0.1","-0.9,5.2","2,9.9",0.111,3.814,4.33,1.035,3.934,4.061,1.288,3.027,1.321,1.195,3.325,2.202,"0.243,0.97","-0.739,0.674","0.724,-0.69","0.532,-0.847","-0.577,0.817","0.859,-0.512","0.897,-0.442","0.999,-0.032","-0.545,0.839","0.995,-0.098","-0.687,0.726","0.861,-0.509"
1,3,1703704513840,PuckControl,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"16.8,8.7","14.4,-8",,,,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,,888038532,888051768,329427,888048571,888052568,888052809,150983,337830,340162,308599,337835,332924,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#12 Max Friberg,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,0","0.1,6.5","14,-4.1","-4.5,-0.3","-3,12.9","16.4,9.5","-25.8,-0.7","7.2,-0.8","-7.5,8.1","-6.3,-0.1","-1,5.3","2,9.9",,,,,,,,,,,,,,,,,,,,,,,,
1,5,1703704514920,PuckControl,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"14.4,-8","13.3,-11.1",329427,#7 Henrik Tömmernes,Away,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,329427,888038532,888051768,329427,888048571,888052568,888052809,150983,337830,340162,308599,337835,332924,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#12 Max Friberg,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.3,0","-2.3,5.9","15.1,-8.1","-4.4,-3.2","-2.6,14","18.6,5.4","-25.1,-1.1","9.6,-3.6","-7.2,8","-5.8,-3.5","-4.1,5.6","3.9,7.4",,,,,,,,,,,,,,,,,,,,,,,,
1,5,1703704515520,Dump,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"13.5,-11.1","-30.1,-5.6",329427,#7 Henrik Tömmernes,Away,150983,#29 Sandro Aeschlimann,Home,,,,,,,,,,,,,,Possession,DumpIn,TRUE,,,,,,,,,"329427,150983",888038532,888051768,329427,888048571,888052568,888052809,150983,337830,340162,308599,337835,332924,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#12 Max Friberg,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.2,-0.1","-2.4,3.7","13.9,-10.6","-4,-6.2","-1.5,13.7","18.8,2.7","-24.8,-1.2","10.3,-6.6","-6.4,7.8","-5.4,-6.8","-4.8,3.2","3.4,4.7",0.191,5.109,4.637,5.324,1.608,5.163,0.366,5.409,1.392,6,4.897,4.682,"0.546,0.838","0.131,-0.991","-0.668,-0.744","0.207,-0.978","0.99,-0.14","-0.206,-0.979","0.993,0.118","0.06,-0.998","0.949,-0.316","0.224,-0.975","-0.036,-0.999","-0.362,-0.932"
1,5,1703704515540,PuckControl,FullStrength,5v5,TRUE,TRUE,AwayTeamZone,"13.3,-11.1","-30.1,-4.2",,,,,,,,,,,,,,,,,,,,,,,,,Loose,AwayTeamZone,HomeTeamZone,,,,,888038532,888051768,329427,888048571,888052568,888052809,150983,337830,340162,308599,337835,332924,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#12 Max Friberg,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.2,-0.1","-2.4,3.6","13.8,-10.6","-4,-6.3","-1.4,13.7","18.7,2.6","-24.8,-1.2","10.3,-6.7","-6.3,7.8","-5.4,-6.9","-4.8,3.1","3.4,4.6",,,,,,,,,,,,,,,,,,,,,,,,
1,5,1703704515840,BluelineCrossing,FullStrength,5v5,TRUE,TRUE,NeutralZone,"7.1,-11.8",,329427,#7 Henrik Tömmernes,Away,,,,,,,,,,,,,PossessionLost,TowardsOpponent,,,,,,,,,,,,,,329427,888038532,888051768,329427,888048571,888052568,888052809,150983,337830,340162,308599,337835,332924,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#12 Max Friberg,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#46 Dominik Egli,#40 Dennis Rasmussen,#25 Henrik Haapala,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.2,0","-2.2,1.8","12.7,-11.5","-3.6,-7.9","-1.1,13.6","18,0.9","-24.7,-1.2","10.1,-8.3","-6,7.4","-4.8,-8.6","-4.7,1.6","2.7,3.4",0.108,5.979,4.648,5.769,0.637,6.381,0.119,5.081,1.722,6.213,5.324,4.834,"-0.656,0.755","-0.01,-1","-0.88,-0.476","0.28,-0.96","0.805,-0.593","-0.523,-0.852","0.612,-0.791","-0.203,-0.979","0.369,-0.93","0.373,-0.928","0.093,-0.996","-0.51,-0.86"
1,6,1703704516480,BluelineCrossing,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-7.2,-11.5",,329427,#7 Henrik Tömmernes,Away,,,,,,,,,,,,,PossessionLost,TowardsOpponent,,"340162,337835",,,,,,,,,,,,"329427,340162,337835",888038532,888051768,329427,888052568,888052809,150983,337830,340162,337835,332924,308599,888048571,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,#12 Max Friberg,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,Away,"26.2,0.1","-3.4,-1.9","9.9,-12.2","-1.3,12.5","15.1,-1.9","-24.8,-1.3","8.5,-11","-6.5,5.8","-5.1,-2.1","0.6,0.9","-2.7,-11.9","-2.1,-11.7",0.186,6.355,4.323,3.063,6.515,0.371,4.844,3.927,6.168,5.478,5.659,6.686,"-0.48,0.877","-0.586,-0.811","-0.987,-0.16","-0.261,-0.965","-0.859,-0.513","-0.7,-0.714","-0.763,-0.647","-0.54,-0.842","-0.41,-0.912","-0.818,-0.575","0.628,-0.779","0.433,-0.901"
1,9,1703704519160,PuckControl,FullStrength,5v5,TRUE,TRUE,HomeTeamZone,"-30.1,-4.2","-30.1,-5.1",150983,#29 Sandro Aeschlimann,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,HomeTeamZone,HomeTeamZone,,,,150983,888038532,888051768,329427,888052568,888052809,150983,337830,340162,337835,332924,888048571,308599,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#12 Max Friberg,#46 Dominik Egli,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Away,Home,"25.8,0.1","-22.6,-0.1","-1.6,-10.9","-15,11","-1.5,-0.1","-29.1,-3.2","-3.9,-8.9","-21.1,1.4","-21.7,-2","-8.5,8.3","2,-13.9","-3.4,-15",,,,,,,,,,,,,,,,,,,,,,,,
1,9,1703704519440,Dump,FullStrength,5v5,TRUE,TRUE,HomeTeamZone,"-30.1,-4.8","-14.6,-15.1",150983,#29 Sandro Aeschlimann,Home,308599,#46 Dominik Egli,Home,,,,,,,,,,,,,,Possession,DumpOut,TRUE,,,,,,,,,"150983,308599",888038532,888051768,329427,888052568,888052809,150983,337830,340162,337835,332924,888048571,308599,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#12 Max Friberg,#46 Dominik Egli,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Away,Home,"25.8,0.1","-24.7,0.3","-2.9,-10.5","-16.7,11.6","-3.2,0.4","-29.1,-3.5","-5.4,-8.3","-22.8,1.9","-23.3,-1.9","-8.8,9.6","1.1,-13.5","-5,-14.6",0.298,7.424,4.599,6.283,6.057,0.984,5.467,6.344,5.353,4.723,4.001,5.89,"-0.697,0.717","-0.987,0.162","-0.961,0.276","-0.946,0.324","-0.937,0.349","0.17,-0.985","-0.917,0.4","-0.961,0.276","-0.989,-0.148","-0.342,0.94","-0.926,0.376","-0.972,0.233"
1,9,1703704519460,PuckControl,FullStrength,5v5,TRUE,TRUE,HomeTeamZone,"-30.1,-5.1","-14.3,-15.1",,,,,,,,,,,,,,,,,,,,,,,,,Loose,HomeTeamZone,HomeTeamZone,,,,,888038532,888051768,329427,888052568,888052809,150983,337830,340162,337835,332924,888048571,308599,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#12 Max Friberg,#46 Dominik Egli,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Away,Home,"25.8,0.1","-24.8,0.4","-2.9,-10.5","-16.8,11.6","-3.3,0.5","-29.1,-3.5","-5.5,-8.3","-23,1.9","-23.4,-1.9","-8.8,9.6","1,-13.5","-5.1,-14.5",,,,,,,,,,,,,,,,,,,,,,,,
1,11,1703704521580,Pass,FullStrength,5v5,TRUE,TRUE,HomeTeamZone,"-14.3,-15.1","-0.9,-3.6",308599,#46 Dominik Egli,Home,888052809,#6 Filip Hasa,Away,,,,,,,,Intercepted,11.6,,,,,,,,,,,,,,,,"308599,888052809",888038532,888051768,329427,888048571,888052568,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#7 Henrik Tömmernes,#12 Max Friberg,#88 Malte Strömwall,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"25.9,0.2","-26.5,-6.7","-6.6,-11.6","-10.6,-14.5","-20.1,3.8","-7.7,-2.1","-26.3,-2.3","-11,-11.5","-24.5,0.1","-20.6,-10.3","-13,7.9","-14,-14.3",0.077,5.816,3.589,5.72,7.151,5.686,2.281,4.835,4.035,6.932,5.307,2.073,"1,-0.01","0.942,-0.335","0.456,-0.89","-0.974,-0.226","0.698,-0.716","0.66,-0.751","0.438,0.899","0.56,-0.828","0.851,-0.525","0.992,-0.127","0.538,-0.843","-0.993,0.119"
